,center_x,center_y,LON,LAT
399,724066.001,6178913.565,12.566302742557719,55.704118354401146
400,722866.001,6180513.565,12.548546344456991,55.7190199916576
401,724066.001,6181713.565,12.568594191153213,55.72922858007775
402,725666.001,6170113.565,12.58448386028858,55.62446017730494
403,724466.001,6172513.565,12.567422121947923,55.64653846182093
404,723666.001,6172113.565,12.554409964803511,55.64331980381335
405,724466.001,6172913.565,12.567748648012913,55.650125676544754
406,724866.001,6169313.565,12.571151266470244,55.61765602370037
407,722466.001,6180113.565,12.541866050084083,55.71561636682755
408,725666.001,6171713.565,12.585795563367672,55.638808800524465
409,724466.001,6181713.565,12.574950902211153,55.72904354360587
410,726866.001,6177713.565,12.609776629803568,55.69205636534254
411,724066.001,6178513.565,12.565975688498746,55.70053116576335
412,718866.001,6180913.565,12.485310281595833,55.7244291901707
413,719266.001,6177713.565,12.489105134767831,55.695548658400504
414,728866.001,6174113.565,12.638526520295892,55.65883543989514
415,719266.001,6179313.565,12.490385380445659,55.70989859236683
416,723666.001,6181313.565,12.561910414776486,55.72582609841935
417,719266.001,6180513.565,12.491346324298222,55.72066100786212
418,719666.001,6173313.565,12.491935839099522,55.65590547897174
419,725266.001,6175313.565,12.582404009094516,55.671278628363474
420,722466.001,6172113.565,12.535380857725947,55.643870188075695
421,726866.001,6172913.565,12.605810920536479,55.649011840535955
422,723666.001,6172513.565,12.554735262221966,55.6469070711664
423,728866.001,6173313.565,12.637860388074287,55.651661575636304
424,728466.001,6172913.565,12.63118428152259,55.64826273368133
425,717666.001,6178913.565,12.464650374304416,55.70703152944311
426,718866.001,6178513.565,12.483392091953245,55.7029042042291
427,718066.001,6177313.565,12.469731191077372,55.692501681528796
428,728466.001,6173313.565,12.63151665744338,55.65184969609515
429,728066.001,6174113.565,12.625836673250564,55.65921145380021
430,728066.001,6173713.565,12.625504725089389,55.65562447314989
431,728066.001,6173313.565,12.625172851817164,55.6520374890735
432,728066.001,6172913.565,12.624841053410792,55.648450501571304
433,728066.001,6172513.565,12.624509329847196,55.64486351064366
434,718466.001,6175313.565,12.47449008783637,55.67438408795874
435,718466.001,6176113.565,12.475126883915609,55.68155919793613
436,718466.001,6176513.565,12.475445389811046,55.685146747944295
437,726466.001,6175313.565,12.60144543821769,55.67072077199764
438,718866.001,6173713.565,12.47956350274559,55.65985387314374
439,727266.001,6180113.565,12.618117386005537,55.713391207875986
440,727266.001,6177713.565,12.61612702161263,55.69186928001951
441,727266.001,6176113.565,12.614801609538054,55.677521259709906
442,722466.001,6172513.565,12.535704422487301,55.647457528969554
443,724866.001,6172513.565,12.57376544139331,55.64635366592973
444,721266.001,6172113.565,12.516351093784158,55.64441762507619
445,720466.001,6171713.565,12.503343617079148,55.64119347966979
446,721266.001,6180113.565,12.522801554981706,55.71616526934414
447,726066.001,6171713.565,12.59213750641423,55.63862307188578
